name,@lat,@lon,addr:street,contact:phone,contact:website,opening_hours
El Jalisco,30.3914380,-84.2242558,Merchants Row Boulevard,,,Su-Th 11:00-21:00; Fr 1:00-22:00
Richard's at Boca,26.9953777,-82.3714526,,,,
Metro Diner,27.8200110,-82.6391600,4th Street North,,,
Cafe Vienna,27.8236100,-82.6382730,,,,
Denny's,28.4556702,-82.6300659,Wendy Court,,,
Perkins,28.4967204,-82.5953126,Commercial Way,,,
Cicis,28.5342809,-82.5260713,Cortez Boulevard,,,Mo-Su 11:00-22:00
Beef O'Bradys,28.5216566,-82.2293948,highway 50,,,
Casa Aristobulo,-34.5385702,-58.4817457,,,,
Pizza Hut,29.4760878,-81.2139319,,,https://locations.pizzahut.com/fl/palm-coast/5290-e-hwy-100,
Applebee's,28.1279729,-80.6720976,,,,
,25.8136939,-80.1298551,,,,
Sakura,29.5511274,-81.2223731,Cypress Edge Drive,+01 386 4479888,,
Denny's,28.4607928,-81.3092272,,,,
Eastern Pearl,28.4607551,-81.3084978,,,,
Tarek's Cafe,28.0678921,-82.4247818,,,,
Subs-N-Such,28.0807508,-82.4302657,,,,
The Island Grill,29.4730966,-81.1240051,,,,
Camila's Restaurante Brasileiro,28.4615686,-81.4532447,International Drive,,,
Gateway to India Restaurant,28.4620421,-81.4547616,International Drive,,,
Brazil 24 Hours Brazilian Steak House,28.4613767,-81.4567191,International Drive,,,
Bill Wong's Famous Super Buffet,28.4613663,-81.4570269,International Drive,,,
Aashirwad Indian Cuisine,28.4614520,-81.4580213,International Drive,,,
Pio Pio Pollos A La Brasa,28.4613590,-81.4580220,International Drive,,,
Great Western Steaks & Buffet,28.4613556,-81.4676420,International Drive,,,
Nile Ethiopian Cuisine,28.4567954,-81.4722830,International Drive,,,
Crazy Grill Brazilian Steakhouse,28.4567848,-81.4719596,International Drive,,,
The Juicy Crab,28.4554776,-81.4714110,International Drive,,,
Shalimar Classic Indian,28.4551820,-81.4714066,International Drive,,,
Punjab Indian Restaurant,28.4537721,-81.4703959,International Drive,,,
Sizler Indian Restaurant,28.4535227,-81.4703821,International Drive,,,
Twin Peaks,28.4449914,-81.4716277,International Drive,,,
Cicis,28.4407036,-81.4714411,International Drive,,,
Tony Roma's,28.4405232,-81.4714981,International Drive,,,
Lobster Feast,28.4593356,-81.4687435,,,,
Sushiology,28.4591016,-81.4683946,,,,
I-Zone Sports Bar & Grill,28.4640693,-81.4648071,,,,
Halal Food Express,28.4621921,-81.4660271,,,,
Red Bamboo Thai Restaurant,28.4638480,-81.4579210,Kirkman Road,,,
,28.4618110,-81.4519920,Municipal Drive,,,
Oishi Sushi & Habachi,28.4060977,-81.4555026,,,,
Thai Thani,28.4058060,-81.4555102,,,,
Ciao Italia Ristorante,28.4202426,-81.4619424,Westwood Boulevard,,,
Passage to India,28.4202426,-81.4613911,Westwood Boulevard,,,
Vines Grille & Wine Bar,28.4507058,-81.4849402,Sand Lake Road,,,
The Melting Pot,28.4507176,-81.4856484,Sand Lake Road,,,
Fresco Cucina Italiana,28.4527490,-81.4763473,Turkey Lake Road,,,
Anthony's Coal Fired Pizza,28.4479672,-81.4770049,,,,
Lime Fresh Mexican Grill,28.4478312,-81.4798317,,,,
O'Charley's,28.4471309,-81.4761279,,,,
