name,@lat,@lon,addr:street,contact:phone,contact:website,opening_hours
Swatlands,52.5972023,-1.0782382,London Road,,,
Cheikho's,52.5980155,-1.0815294,Leicester Road,,,
Tipu Sultan,52.5984102,-1.0833782,The Parade,,,
Yum Sing,52.5981998,-1.0820809,Leicester Road,,,
Geetas Koopa,52.5976356,-1.0792010,,,,
Happy Hot Pot,55.9406156,-3.1804433,South Clerk Street,,,
Japas Bento Box,52.1977837,0.1227782,Saxon Street,,,
Tandoori Palace,52.2166947,0.1112727,Histon Road,,,
China Court,51.6755351,-1.2650328,,,,
sole & duck,52.1769048,0.1127493,"High Street, Trumpington",,,
Swaffham Kebab & Pizza House,52.6486874,0.6869668,Market Place,,,
Il Basilico,52.1370247,-0.4659127,Mill Street,,,
The Millstone,53.6108031,-2.5755983,Bolton Road,,,
Yarrow Bridge,53.6398403,-2.6178200,Bolton Road,,,
The Elephant,53.6624413,-2.7188336,,,,
Hunter's Inn,51.2166947,-3.9271742,,,,
Retreat,53.6136457,-2.6042284,Church Street,,,
Taj Tandoori,52.1886690,0.1396455,Cherry Hinton Road,,,
Royal India,52.1788257,-1.0246611,Watling Street East,,,
The Phoenix,52.2514410,0.1082285,The Green,,,
d:licious,52.2447224,0.1074395,,,,
Il Piccolo Mondo,52.2207357,0.2608696,High Street,,,
Redwoods,52.2361282,0.2444585,,,,
Robatary,53.6837506,-1.4989607,Northgate,,,
Prego Pizzeria,53.6813380,-1.5034559,Westgate,,,
Amaia,53.6848341,-1.5001100,Northgate,,,
Bella Roma,53.6847796,-1.5000764,Northgate,,,
TeT,53.6829021,-1.4984706,Cross Square,,,
Mayflower,51.8115495,-1.2794088,,,,
The Purple Olive,53.3597092,-2.8550439,Speke Road,,,
Memories of India,53.3275736,-1.9840386,,,,
Bailey's,53.3296008,-1.9841547,Market Street,,,
Casuarina Tree,51.3980144,-0.1722345,London Road,,,
Spice Garden,51.7649239,-0.7373091,,,,
Karma Lounge,51.5271764,-0.4817145,,,,
Jin Li,51.5257320,-0.4585479,Pield Heath Road,,,Mo-Su 12:00-23:00
The Grove Inn,50.9772430,-0.6052533,,,,
Five Bells,51.5516899,0.4641314,London Road,,https://www.harvester.co.uk/restaurants/eastofengland/thefivebellsbasildon,
Brooks Bar & Grill,51.1643444,0.8957200,,,,
Bybrook Barn,51.1579488,0.8796603,Canterbury Road,,https://www.harvester.co.uk/restaurants/southeast/thebybrookbarnashford,
Old Tree Daiwan Bee,51.5110542,-0.1325596,,,,
Amraj,53.3435208,-1.3502527,,,,
Indian Kitchen,52.2636125,0.1795876,Ely Road,,,
"The Olive & Vine, Dimitri's Didsbury",53.4107410,-2.2309700,Wilmslow Road,,http://oliveandvine.co.uk/,
Hove Fish Bar,50.8526282,-0.1980875,Hangleton Way,,,
The Meeting Bar and Restaurant,51.6499158,-0.0630990,Southbury Road,,,
The Ferry,51.3894939,-0.3253646,,,,
Villa Romana,53.4040257,-2.9815007,,,,
3345,53.4014988,-2.9790214,Parr Street,,,
The Stables,53.9167552,-1.4956384,,,,
Sant Angelo,53.9283802,-1.3855017,High Street,,,
EAT IN,52.2192057,-1.5024718,,,,
The Falcon,52.1161799,-1.3997485,,,,
Yemen Heaven,53.9563383,-1.0737834,Walmgate,,,
Wagamama,51.8154934,-0.8109613,Exchange Street,,,
Bartons Mill Restaurant,51.2730604,-1.0525636,,,,
escape,53.9257786,-1.8259231,,,,
The Box Tree,53.9261027,-1.8257323,Church Street,,,
Saimah's,53.9240192,-1.8225077,,,,
PizzaExpress,53.9246460,-1.8222860,Station Road,,,
Bistro Saigon,53.9252387,-1.8228380,Railway Road,,,
Emporio Italia,53.9252199,-1.8221683,Railway Road,,,
The Ilkley Cow,53.9264502,-1.8232456,New Brook Street,,,
Panache,53.9261715,-1.8247785,Church Street,,,
East India,53.9264075,-1.8250743,,,,
Thai Chai-Yo,53.9261682,-1.8255796,,,,
The Grove,53.9244115,-1.8273903,,,,
Martha & Vincent,53.9244127,-1.8274587,,,,
Monkmans,53.9249395,-1.8262668,Cunliffe Road,,,
Waterside Cafe,53.9606350,-2.0195305,,,,
Skipton Balti,53.9610649,-2.0150289,Court Lane,,,
Aagrah Restaurant,53.9605987,-2.0197919,Coach Street,,,
Nosh Brasserie and Bar,53.9599276,-2.0173364,,,,
Thai House,53.9587975,-2.0179343,,,,
Bizzie Lizzies Fish and Chips,53.9602265,-2.0194052,Swadford Street,,,
Efendy,53.9629119,-2.0166062,High Street,,,
Napiers,53.9639617,-2.0179599,Chapel Hill,,,
Kongs Cantonese,53.9621552,-2.0197677,Water Street,,,
Oakley's Grill and Pizzeria,53.9609282,-2.0189707,,,,
La Quinta,51.5567833,0.5994052,,,,
Beefeater Christie Fields,53.4254821,-2.2574318,Derwent Avenue,,,"Mo-Fr 06:30-10:30,12:00-23:00; Sa,Su 07:00-11:00,12:00-22:30"
Raj,53.7380547,-2.4882661,Bolton Road,,,
Friern Manor,51.5779615,0.3896688,,,,
Orsett Hall,51.5158749,0.3779297,Prince Charles Avenue,,,
Blakeney Hotel,52.9557019,1.0167711,The Quay,,,
Tuana Bar & Restaurant,53.8717935,-1.7072093,The Green,,,
The Ivory Rooms,51.6185809,0.4159555,,,,
Miller & Carter,55.9652647,-3.3173472,Queensferry Road,,https://www.millerandcarter.co.uk/restaurants/scotland-and-northern-ireland/millerandcartercramondbrig,Mo-Th 12:00-22:00; Fr-Sa 12:00-22:30; Su 12:00-22:00
Portals Place,54.6903150,-1.1985418,Slake Terrace,,,
Golden Fleece,52.6845813,-0.9831669,,,,
Linton Tandoori,52.0970322,0.2868086,Bartlow Road,,,
Miller & Carter,52.3651124,-2.0460325,Birmingham Road,,https://www.millerandcarter.co.uk/restaurants/east-and-west-midlands/millerandcartermarlbrook,
The Famous Old Black Lion,52.0742633,-3.1225232,,,,
The Unicorn,51.5868564,0.2005327,Main Road,,https://www.harvester.co.uk/restaurants/london/theunicornromford,
Sidcot Arms,51.3061232,-2.8244288,,,,
Brent House Carvery,51.2531768,-2.9342828,,,,
Flavour,51.3707217,-2.8703301,Palmer's Elm,,,
Mediterranevm,51.3716837,-2.8199841,Weston Road,,,
Sai Spice,53.4346515,-2.2647432,Mauldeth Road West,,,
Sagar Premier Indian Restaurant,53.7173069,-2.6380250,Clayton Brook Road,,,
EastZEast,53.7588248,-2.6966297,Church Street,,,
Manjaros,53.7586303,-2.6845412,London Road,,,
The Priests House,54.0105310,-1.9234295,,,,
The Devonshire Hotel & Restaurant,54.0440122,-1.9533671,,,,
Grassington House Hotel,54.0719554,-1.9973771,The Square,,,We-Su 12:00-20:00+
No. 47,54.0732156,-1.9971001,,,,
Rozi's Tandoori House,54.0724451,-1.9974341,Main Street,,,Mo-Su 17:00-23:30
Priory Court,50.8203888,0.3348061,,,,
Jaan,51.8479000,-1.3541130,,,,
Smarts,51.8481351,-1.3547520,,,,
Turtle Bay,54.5761831,-1.2349063,,,,
Cinnamon Lounge,51.4721050,-0.3284018,,,,
La Pharmacie,54.5757667,-1.2291169,Corporation Road,,,
Coconut Indian,51.3792031,-2.0337141,,,,
Boathouse,50.7068412,-1.5186413,Westhill Lane,,,
Bangla Spice,52.5479086,-1.1940310,Main Street,,,
The Sheene Mill,52.0853192,0.0128904,Station Road,,,
The Pink Geranium,52.0841692,0.0151444,,,,
The Crab Shed,50.5888939,-1.2239592,,,https://www.steephillcove-isleofwight.co.uk/crab_shed.html,
Norton Grange,50.7058770,-1.5127843,Halletts Shute,,https://www.warnerleisurehotels.co.uk/hotels/norton-grange-holiday-village,
Brothertons Brasserie,51.8474365,-1.3554324,High Street,,,
The Chef Imperial,51.8469754,-1.3546089,,,,
La Cucina,51.8470266,-1.3541313,,,,
The Grange,51.3719881,-0.1508364,,,,
Butler's,50.8541771,-0.5552174,Tarrant Street,,,
Jade Fountain,52.1232361,0.1693214,,,,
The Royal,51.4983082,-0.3266794,Boston Road,,https://www.harvester.co.uk/restaurants/london/theroyallondon,
Elliot's Bistro,53.6875370,-2.6391563,Preston Road,,,
The Oyster & Otter,53.7226695,-2.5319326,Livesey Branch Road,,,
La Vang Indian Gastronomy,51.2712692,-0.7219664,Vale Road,,,
Miller & Carter,53.3265736,-2.2286349,Station Road,,https://www.millerandcarter.co.uk/restaurants/north-west/millerandcarterwilmslow,
Ciao Roma,55.9474486,-3.1859655,South Bridge,,,
Bombay Palace,51.5939208,0.2346712,,,,
Fisk & chips,51.1923486,0.2717397,,,,
Azeem's,53.7463525,-2.4843916,,,,
Urban Angel,55.9547783,-3.1976132,Hanover Street,,,"Mo-Fr 09:30-16:00; Sa, Su 09:00-17:00"
La Garrigue,55.9512066,-3.1850870,Jeffrey Street,,,"Mo-Su 12:00-14:30, Mo-Fr 17:00-21:00, Sa,Su 17:00-21:30"
Aagrah,53.7973127,-1.5338200,St Peters Square,,,
Mill of Mundurno,57.2034971,-2.0896364,,,,
Woodlands Hotel and Restaurant,52.0769097,0.4663567,,,,
Belluno,51.0165252,-4.2073527,Silver Street,,,
The Green Spice,51.7481268,0.0489271,Tylers Road,,,
Harvester Alwalton,52.5490213,-0.3227564,East Of England Way,,https://www.harvester.co.uk/restaurants/eastofengland/harvesteralwaltonpeterborough,
The Burj,51.5303746,-1.6682785,,,,
The Fat Duck,51.5078086,-0.7016005,High Street,,,
Cam Spice,52.1628987,-0.0064572,High Street,,,
Pekora Nera,54.3299635,-2.7475392,Stricklandgate,,,
Rigoletto,51.9068559,-1.2185404,,,,
Village Green,52.5253405,-1.8598368,,,,
Armaans,53.7482214,-2.4910194,,,,
Tratorria Raffaele,51.4256431,-0.0487489,Sydenham Road,,,
The Mexican,51.8114505,-0.0328650,,,,
The Royal Inn,51.2777025,1.0860308,Longport,,,
Azouma,51.2781096,1.0853358,Church Street,+44 1227 760076,http://www.azouma.co.uk/,"Mo-Fr 12:00-15:00,17:00-23:00; Sa 12:00-00:00; Su 12:00-22:00"
Bangkok House,51.2778585,1.0859623,Church Street,,http://bangkok-house.co.uk/,"Mo 17:30-22:00; Tu-We 12:00-14:30, 17:30-22:00; Th-Sa 12:00-14:30, 17:30-23:00; Su 12:00-14:30, 17:30-22:00"
Amantia,51.2774893,1.0867193,,,,
Cafe de China,51.2762150,1.0860226,"St. George's Centre, St. George's Place",,,"Mo-Su 12:00-14:30, 17:30-23:30"
The Shahin,51.2487998,-0.5857632,Woodbridge Hill,,,
Fox's,50.6907464,-1.0884832,High Street,,,
The Pepperpot,52.9382179,1.2444785,Water Lane,,,
The Mirabelle Restaurant & Bistro,52.9370022,1.2444901,,,,
The Lighthouse Inn,52.8337275,1.5015458,Coast Road,,,
The Rajasthan,51.7076591,-0.6110556,High Street,,,"Mo-Su 12:00-14:00,17:30-11:30"
Yuva,52.0810808,-0.0377610,,,,
aBarBistro,50.7917215,-1.1046172,White Hart Road,,,Mo-Sa 11:00-23:00; Su 12:00-23:00
Kitchen Garden Cafe,52.4341123,-1.8937292,York Road,,,
Red Chilli,50.8533424,-0.9813720,North Street,,,"Su-Th 12:00-14:30,17:30-23:30; Fr-Sa 12:00-14:30,17:30-24:00"
Chetwode Arms,53.3059263,-2.5799081,Street Lane,,,
Bistrotheque,51.5340961,-0.0560633,Wadeson Street,,,
Mithai Ghar,51.5177880,-0.0656989,Whitechapel Road,,,
Happy House,51.4848406,0.3359439,,,,
The Haywain,51.5507116,0.4667537,,,,
Pan American,53.3990716,-2.9925365,Britannia Pavilion,,,
Amici,54.0129818,-0.2395221,Sands Lane,,,
Stag and Rainbow,53.4266127,-2.9182232,,,,
Magno Cafe,51.4766863,0.2954951,,,,
New Star,53.4005052,-2.9775725,,,,
Il Forno,53.4005403,-2.9783917,Duke Street,,,
Mayur,53.4004687,-2.9787179,,,,
Sapporo Teppanyaki,53.4003765,-2.9781686,,,,
A toca,51.4753900,-0.1312087,Wandsworth Road,,,
Yumchop Foods,52.1250981,-1.0044576,Brackley Road,,,
The Willow Tree,52.1904581,-0.0624952,,,,
The Cinnamon Indian Restaurant & Bar,51.2137946,0.2272020,Rings Hill,,,
Maranto's Restaurant & Bars,53.3810868,-2.9461567,,,,
Honest Burgers,52.2045323,0.1199227,Guildhall Street,,,
Pimilco Spice,51.4872464,-0.1445726,Lupus Street,,,
The Dower House,53.4289053,-1.0215967,,,,
Venus,51.4177496,-0.1777821,Christchurch Road,,,
Corleone,51.4182745,-0.1782663,High Street Colliers Wood,,,
The Scrap Box,53.9562049,-0.9950814,,,,Mo-Su 11:00-20:00
Nando's,51.4136144,-0.1780875,Tandem Way,,,
Alba,51.4651993,-0.1291139,Bedford Road,,,
Ferndales,51.4629835,-0.1239279,Ferndale Road,,,We-Su 18:00-22:00
Frankie & Benny's,53.3408768,-2.9756742,,,,
Pizza Hut,53.3405528,-2.9754382,,,,
,52.4834100,-1.9594178,,,,
Royal Bengal,52.3147674,0.0619165,,,,
The Milk House,51.1089867,0.5624695,,,,
The Pipe and Glass Inn,53.8953088,-0.5352627,West End,,,
RNK restraunt,53.3568940,-3.0032462,,,,
Bebington Balti Spice,53.3569248,-3.0032633,,,,
Alam Balti,53.3558797,-3.0040186,,,,
Orient Delight,53.3557619,-3.0041302,,,,
Divizia,51.3860587,0.5071957,High Street,,,
Spice Quarter,53.8011864,-1.5477671,,,,
Shalimar Gold,52.9154282,-1.4657933,Midland Road,,,Su-Th 16:30-23:00; Fr-Sa 16:30-00:00
Bel and the Dragon,51.5599906,-0.7075085,High Street,,,
Bon Gusto,51.4992102,-0.1378188,Buckingham Gate,,,
Bank Restaurant & Bar,51.4986304,-0.1372558,Buckingham Gate,,,
Trent Port,53.3929253,-0.7778134,Ramper Road,,,
Spaghetti House,51.5186204,-0.1214512,,,,
PizzaExpress,51.2504884,-1.1125078,,,,
Emon Spice Lounge,53.7274558,-0.5807365,Station Road,,,"Su-Th 17:30-23:30; Fr,Sa 17:30-24:00"
Sofia’s,55.9426760,-3.2801921,St John's Road,,,
Millfield Beefeater,53.9803276,-1.1331080,White Rose Close,,,
Rosie Lea,50.7904287,-1.5659914,Southampton Road,+44 1590 622908,https://rosielea.co.uk/,
Shanaya,52.7262587,-1.1365406,,,,
PizzaExpress,51.4427534,-0.1667732,Trinity Road,,,
Manor Farm (Beefeater),51.3646379,0.6033458,High Street,,,
Toby Carvery,50.7679449,-1.8855835,Wimborne Road,,https://www.tobycarvery.co.uk/restaurants/south-west/northbournebournemouth,
Koxy,51.6454955,-2.6716360,The Back,,,
Smiths,51.7156022,0.2454178,Fyfield Road,,,
McCarthy And Stone,52.5819990,-1.1625834,Little Glen Road,,,
Portofino Ristorante,51.0779343,1.1751079,,,,
New Delhi,51.0776102,1.1751480,,,,
Amrit,51.7579464,-0.3330842,St Peter's Street,,,
Paprika,50.9134195,-0.9976474,"Horndean Precinct, Portsmouth Road",,,Su-Th 17:00-23:00; Fr-Sa 17:00-23:30. Open all bank holidays.
Limes Bistro,51.1545725,-0.2196850,,,,
Basing Chinese Takeaway,51.2684341,-1.0397767,,,,
South Hatch,51.3201867,-0.2505759,,,,
The Bulldog,51.4425872,-0.4737189,London Road,,https://www.harvester.co.uk/restaurants/southeast/thebulldogashford,
Bangkok House,51.7534475,-1.2659115,Hythe Bridge Street,,,
Kaspa's,51.7543041,-1.2613962,Gloucester Green,,,
Toby Carvery,51.4066701,-1.3164595,London Road,,https://www.tobycarvery.co.uk/restaurants/south-east/newburyberkshire,
Oxwich Bay Hotel,51.5555272,-4.1623448,,,,
Cocomee,51.0782893,1.1717828,,,,
Le Chamarel,51.5896604,-0.1055470,Turnpike Lane,,,
Bellziehill Farm,55.8192491,-4.0409368,Bellziehill Road,,,
Morgans,51.6186858,-3.9369536,Somerset Place,,,
Lotus House,51.6062547,-1.2378629,,,,
The Duke of Wellington,51.4622646,-0.4275002,Hatton Road,,,Mo-Su 12:00-23:00
Benjamin's Bar & Bisto,50.6286824,-1.1793062,High Street,+44 1983 864900,https://www.benjaminsbarbistro.co.uk,
The Treasure House,53.7238102,-1.9206065,,,,
Catellani's,52.5839949,-2.1321096,School Street,,,
Lots of Rice,51.8185305,-0.3582712,,,,
Eureka,53.3991044,-2.9216915,High Street,,,Mo-Fr 12:00-22:00 Sa 16:00 22:00 Su 14:00-21:00
Bretts Fish Restaurant,53.8212896,-1.5790287,North Lane,,,
Whitewebbs House,51.6783282,-0.0796137,Whitewebbs Road,,https://www.tobycarvery.co.uk/restaurants/london/whitewebbshouseenfield,
Bellavista,53.6192474,-2.1113895,Wildhouse Lane,,,
Tony Macaroni,55.8821668,-3.5251965,Almondvale Crescent,,,
Las Iguanas,52.4782744,-1.9126816,The Waters Edge,,,
Cafe Ossian,56.6319798,-4.8279633,,,,
ASK Italian,51.4776940,-3.1759963,Wyndham Arcade,,,Su-Fr 11:30-22:00; Sa 11:30-23:00
The Rosery Hotel,52.2651497,0.3742947,Church Street,,,
Cumin Bar & Restaurant,51.7228602,-0.0257501,"High Road, Turnford",,,Mo-Su 16:00-22:00
Miller & Carter,53.3478102,-1.5219229,Ecclesall Road South,,https://www.millerandcarter.co.uk/restaurants/yorkshire-and-the-humber/millerandcartersheffield,
Thai Basil,53.8773468,-1.7255489,Bradford Road,,,
Sukhothai,53.7989288,-1.5476182,South Parade,,,
Ping Pong,51.5051660,-0.1165376,Belvedere Road,,,
Las Iguanas,51.5055251,-0.1176917,Festival Terrace,+44 20 7620 1328,,
Hotrocks,51.3582971,-0.1451088,Stafford Road,,,
Montaz,52.2450933,0.4105497,Old Station Road,,,
Water Margin,54.0054705,-0.4402102,,,,
Waterhouse,51.5366022,-0.0789765,Orsman Road,,,
Cliffe Spice,51.4341783,0.4967201,Parkside Parade,,,
Zizzi,53.3819250,-1.4721156,,,,
Gastro,51.4626070,-0.1378996,Venn Street,,,
No. 32 The Old Town,51.4631322,-0.1405744,The Pavement,,,09:00 - 23:00
The Fountain,52.2421494,0.4009608,High Street,,,
Peace Garden,53.4671454,-2.2391457,,,,"Su-Th 12:00-22:00; Fr,Sa 12:00-22:30"
Old Mill,54.0984409,-0.4627603,Mill Lane,,,
Khandoker,53.4088955,-2.2207930,Kingsway,,,
Nando's,51.6178616,-0.3110722,,,,
Oriental City,53.8050306,-1.5306987,Cross Stamford Street,,,Mo-Su 11:30-23:00
Gzing Restaurant,53.8044309,-1.5279370,,,,
Dimitri's,53.4761318,-2.2510278,Campfield Avenue Arcade,,,
Sheesh Mahal Restaurant,53.7970316,-1.7615758,St Thomas's Road,,,
China Palace,50.8550192,-0.5550043,High Street,,,
Godalming Tandoori,51.1817567,-0.6220265,Ockford Road,,,
Shabab Express,53.7953717,-1.5467930,Bishopgate Street,,,
Stanley's Chinese Restaurant,53.7243621,-0.4223723,,,,
Little Raj,51.1502172,0.8734352,,,,
PizzaExpress,51.1499530,0.8733954,,,,
Buenos Aires Nights,51.1500727,0.8731523,North Street,,,Mo-Sa 17:00-22:30
Kennington Tandoori,51.1668280,0.8866581,,,,
My Sichuan Restaurant,51.7545076,-1.2624617,Gloucester Green,,,
Indian Fusion,52.6878092,-1.2777454,,,,
Walton Fish & Chips,51.2830289,-0.2447271,Walton Street,,,
Walton Heath Tandoori,51.2833026,-0.2437143,Walton Street,,,
Dragon Inn,54.3095588,-1.8287297,Market Place,,,
W. Brazil & Co,51.7039598,-0.6131812,,,,
,51.7068744,-0.6118495,,,,
Jasmine Thai Kitchen,51.7055818,-0.6122068,High Street,,,
Il Lupo,53.2460570,-1.6149795,Eaton Hill,,,
,53.8504914,-2.7486172,,,,
Stag And Hounds,51.2495873,-1.1144074,Winchester Road,,https://www.harvester.co.uk/restaurants/southeast/thestagandhoundsbasingstoke,
The Taj Mahal,52.1376567,-0.2980248,London Road,,,
New Loon Fung,53.7368431,-0.3992446,,,,
,51.3758148,-0.4091350,,,,
Gusto,53.3007874,-2.2360144,London Road,,,
,51.3680652,-0.3965782,,,,
Manor Inn,51.1960745,-0.5927067,Guildford Road,,,
Maya,52.1584642,-0.7025740,Yardley Road,,,
West End Hotel,56.8150526,-5.1157991,Achintore Road,,,
Cavendish Hotel and Restaurant,53.2456866,-1.6164244,Church Lane,,,
Sicily,51.3317299,-0.2709857,South Street,,,
,51.3332622,-0.2691363,High Street,,,
Ask,51.3336344,-0.2656304,High Street,,,
Nando's,51.3338487,-0.2670861,Oaks Square,,,
The Walnut Club,53.3308520,-1.6540036,,,,
The Pavillion,51.8372278,-0.4619549,High Street,,,
Chillies Indian Takeaway,51.7174232,-1.1969647,Dunnock Way,,,Mo-Su 17:00-23:00
Sette Colli,53.4037772,-1.4992502,Bradfield Road,,,
Starbucks,51.1931382,-1.2315116,,,,
China Red,53.8012107,-0.3709907,Beverley Road,,,
Naz's Rasoi,51.4020139,0.5019043,Frindsbury Road,,,
The Fen House Restaurant,52.4620215,0.3177009,,,,
"Ali's Kebab, Pizza & Burger House",52.4567423,0.3066454,Main Street,,,
Oriental Home (Chinese),52.4572697,0.3078348,,,,
Casa Mazzoni,53.7424673,-0.3888665,,,,
Punjabi Junction,51.4419163,0.3666471,Anglesea Place,,,
River Bar & Kitchen,52.2104912,0.1177962,Quayside,,,"Mo-Th 17:30-23:30; Fr 17:30-18:00+; Sa,Su 12:00-18:00+"
Chaseside,51.6595558,-0.0872645,,,,
Zaza,51.6594016,-0.0879064,Chase Side,,,
The Golden Cross,52.7067905,-2.7531414,,,,
,52.4150020,-1.7788971,,,,
the delhi,52.4148077,-1.7772956,Warwick Road,,,
,52.4121130,-1.7763600,,,,
Johnny Wong,52.4977705,-1.8712154,,,,
Wing Wah,52.4974679,-1.8710250,,,,
Tandoor Mahal Restaurant,53.7436063,-0.3825972,Anlaby Road,,,17:00-23:00; Fr-Sa 17:00-23:30
Thai Seasons by Pritsana,53.9366589,-0.8574860,Hull Road,,,
Armenian Taverna,53.4801096,-2.2447869,Princess Street,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00
La Figa,51.5101159,-0.0394594,Narrow Street,,,"Mo-Sa 12:00-23:00, Sa 13:00-23:00, Su 13:00-22:30"
Natak,51.5100931,-0.0387865,Narrow Street,,,
Royal Orchid,51.5983408,-1.2491786,,,,
Nando's,51.7534515,-1.2633304,George Street,,,
Goya,51.4884009,-0.1374885,Lupus Street,,,
Sketch,51.5127342,-0.1414857,Conduit Street,,,
Waterside Inn,55.8139214,-4.3765924,,,,
Yankee's,53.3698267,-1.4933910,,,,
The Full Monty,51.5282100,-0.0509194,Globe Road,,,
Tia Maria Bar & Kitchen,51.4808939,-0.1248300,South Lambeth Road,,,"Mo-Th, Su 12:00-00:00; Fr, Sa 12:00-01:00"
The Mediterranean Restaurant,53.3675681,-1.4972414,Sharrow Vale Road,,,
Akentannos,53.3677353,-1.4964877,Sharrow Vale Road,,,
The Treehouse,55.4142202,-1.6978633,Denwick Lane,,,
Redcoats,51.9246712,-0.2457014,,,,
Fish Bone,51.8575447,-1.1147661,,,,
Peacock,53.1891806,-1.6183206,Bakewell Road,,,
Tŷ Bwyta Molly's,53.1404526,-4.2769562,,,,
Ogof-y-Ddraig,53.1398774,-4.2757671,,,,
Villa Marina,53.1387637,-4.2738065,Rhes Segontiwm,,,
Toros,52.4295011,-1.4988420,Foleshill Road,,,
China Ark,51.5203402,-0.0525884,Mile End Road,,,
Broadway Steak & Wine,53.3612697,-3.0267570,,,,
Beachy Head,50.7402033,0.2515295,Beachy Head Road,,https://www.vintageinn.co.uk/restaurants/south-east/thebeachyheadeastbourne,
Il Pirata London,51.5032228,-0.0596251,Wapping High Street,,,
Giraffe,51.5062917,-0.1170999,Riverside Level 1,,,Mo-Th 08:00-23:00;Fr 08:00-23:30;Sa 09:00-23:30;Su 09:00-22:30
PizzaExpress,51.4888419,-0.1371080,Moreton Street,,,
Snook's,55.7983734,-4.3991745,,,,
Harvester,51.6945457,-0.3855137,St Albans Road,+44 1923 672061,https://www.harvester.co.uk/restaurants/eastofengland/harvestergarstonwatford,Mo-Fr 11:00-23:00; Sa-Su 09:00-23:00
Woolpack Beefeater,51.1847563,0.8174768,Maidstone Road,,,
River View Restaurant,51.5056190,-0.0540290,New Crane Place,,,
Badgers Mount Hotel,52.5602720,-1.3106469,Station Road,,,
Megna,51.5376305,-2.3913494,Horse Street,,,
PizzaExpress,51.5178558,-0.1187798,High Holborn,,,
Verdi's,51.5222995,-0.0446566,Mile End Road,,,
Jabinjia Hotpot,51.5271512,-0.0828862,Hoxton Market,,,
PizzaExpress,51.4872825,-0.1115445,Kennington Road,,,Mo-We 11:30-22:00; Th-Sa 11:30-23:00; Su 11:30-22:00
Ta Ke,51.5096682,-0.2862229,,,,
Nando's,51.5101708,-0.2879784,,,,
Yr Harbwr,53.1439009,-4.2752422,Doc Fictoria,+44 1286 662462,https://www.tabletable.co.uk,
The Anglo-Asian Restaurant,51.7225910,-1.2211470,,,,
Lemonia,51.5416421,-0.1570131,,,,
Il Posto,51.4957287,-0.1419336,Vauxhall Bridge Road,,,
Ananda,51.4955582,-0.0068108,Amsterdam Road,,,"Mo-Fr 12:00-14:30,18:00-23:00; Sa 18:00-23:00; Su 12:00-15:00,18:00-22:00"
Aubaine,51.5109108,-0.1393146,Heddon Street,,,
Temple Lounge,51.7484099,-1.2406955,Temple Street,,,
The Old Plough,52.2251982,0.4838937,,,,
